dataset,dataset_idx,image_file,linguistic_phenomena,caption,answer,classes,split,original_split,classes_foil,mturk,foil,challenge_set,foil_method,grammaticality_scores,nli_scores,key,declarative_statement,declarative_statement_foils,provenance_of_foils,foiling_method,orig_caption,only_caption,local_img_path
visual7w,2402653,v7w_2402653.jpg,counting,There are exactly 4 glasses in the photo.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 glasses in the photo.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2402653.jpg
visual7w,2403538,v7w_2403538.jpg,counting,There are exactly 4 slices of pizza.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 slice of pizza.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2403538.jpg
visual7w,2403594,v7w_2403594.jpg,counting,There are exactly 4 cows.,4,4,test,test,1,"{'foil': 0, 'caption': 2, 'other': 1}",There is exactly 1 cow.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2403594.jpg
visual7w,2403793,v7w_2403793.jpg,counting,There are exactly 4 wheels on the skateboard.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 wheels on the skateboard.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2403793.jpg
visual7w,2344871,v7w_2344871.jpg,counting,There are exactly 4 people shown.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 people shown.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2344871.jpg
visual7w,2404285,v7w_2404285.jpg,counting,There are exactly 4 kids.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 kids.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2404285.jpg
visual7w,2404436,v7w_2404436.jpg,counting,There are exactly 5 cell phones on the table.,5,5,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 cell phones on the table.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2404436.jpg
visual7w,2404678,v7w_2404678.jpg,counting,There are exactly 4 flowers in the vase.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 flowers in the vase.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2404678.jpg
visual7w,2405440,v7w_2405440.jpg,counting,There are exactly 4 people in the photo.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 people in the photo.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2405440.jpg
visual7w,2405906,v7w_2405906.jpg,counting,There are exactly 4 animals total.,4,4,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 animals total.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2405906.jpg
visual7w,2406002,v7w_2406002.jpg,counting,There are exactly 8 tomatoes on the plate.,8,8,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 tomatoes on the plate.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2406002.jpg
visual7w,2406900,v7w_2406900.jpg,counting,There are exactly 4 lamps.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 lamps.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2406900.jpg
visual7w,2407718,v7w_2407718.jpg,counting,Exactly 4 sheep have red marks.,4,4,test,test,3,"{'foil': 3, 'caption': 0, 'other': 0}",Exactly 3 sheep have red marks.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2407718.jpg
visual7w,2408431,v7w_2408431.jpg,counting,There are exactly 4 strings on the kite.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 strings on the kite.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2408431.jpg
visual7w,2409674,v7w_2409674.jpg,counting,There are exactly 4 knobs visible.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 knob visible.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2409674.jpg
visual7w,2409813,v7w_2409813.jpg,counting,There are exactly 4 round glass containers.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 round glass containers.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2409813.jpg
visual7w,2410238,v7w_2410238.jpg,counting,There are exactly 5 tables visible.,5,5,test,test,3,"{'foil': 1, 'caption': 1, 'other': 1}",There are exactly 3 tables visible.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2410238.jpg
visual7w,2410671,v7w_2410671.jpg,counting,There are exactly 4 giraffes.,4,4,test,test,1,"{'foil': 0, 'caption': 1, 'other': 2}",There is exactly 1 giraffe.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2410671.jpg
visual7w,2411479,v7w_2411479.jpg,counting,There are exactly 4 doughnuts appear to be yellow.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 doughnuts appear to be yellow.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2411479.jpg
visual7w,2411942,v7w_2411942.jpg,counting,There are exactly 4 zebras in the picture.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 zebra in the picture.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2411942.jpg
visual7w,2412169,v7w_2412169.jpg,counting,There are exactly 18 windows visible on the building.,18,18,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 window visible on the building.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2412169.jpg
visual7w,2412204,v7w_2412204.jpg,counting,There are exactly 4 people seated.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 person seated.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2412204.jpg
visual7w,2413772,v7w_2413772.jpg,counting,There are exactly 4 people standing on the tennis court.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 people standing on the tennis court.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2413772.jpg
visual7w,2414180,v7w_2414180.jpg,counting,There are exactly 4 people in the image.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 person in the image.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2414180.jpg
visual7w,2415024,v7w_2415024.jpg,counting,There are exactly 4 windows around the vines.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 windows around the vines.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2415024.jpg
visual7w,2415056,v7w_2415056.jpg,counting,There are exactly 4 tracks shown.,4,4,test,test,2,"{'foil': 0, 'caption': 2, 'other': 1}",There are exactly 2 tracks shown.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2415056.jpg
visual7w,2415803,v7w_2415803.jpg,counting,There are exactly 4 people.,4,4,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 people.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2415803.jpg
visual7w,2416742,v7w_2416742.jpg,counting,There are exactly 4 people visible.,4,4,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 people visible.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2416742.jpg
visual7w,2416821,v7w_2416821.jpg,counting,There are exactly 4 flowers in the vase.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 flowers in the vase.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2416821.jpg
visual7w,712985,v7w_712985.jpg,counting,There are exactly 5 vehicles on the road.,5,5,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 vehicles on the road.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_712985.jpg
visual7w,713003,v7w_713003.jpg,counting,There are exactly 4 men in the pictures.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 men in the pictures.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_713003.jpg
visual7w,713092,v7w_713092.jpg,counting,There are exactly 4 buses.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 buses.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_713092.jpg
visual7w,713265,v7w_713265.jpg,counting,There are exactly 6 people in the picture.,6,6,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 people in the picture.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_713265.jpg
visual7w,2417216,v7w_2417216.jpg,counting,There are exactly 4 men on the field.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 man on the field.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2417216.jpg
visual7w,2417412,v7w_2417412.jpg,counting,There are exactly 4 colors on the bird.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 colors on the bird.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2417412.jpg
visual7w,2417455,v7w_2417455.jpg,counting,There are exactly 4 plates on the table.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 plates on the table.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2417455.jpg
visual7w,713218,v7w_713218.jpg,counting,There are exactly 4 tow away signs.,4,4,test,test,1,"{'foil': 2, 'caption': 1, 'other': 0}",There is exactly 1 tow away sign.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_713218.jpg
visual7w,2417320,v7w_2417320.jpg,counting,There are exactly 4 people in the photo.,4,4,test,test,3,"{'foil': 3, 'caption': 0, 'other': 0}",There are exactly 3 people in the photo.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2417320.jpg
visual7w,2315587,v7w_2315587.jpg,counting,There are exactly 4 planes.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 planes.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2315587.jpg
visual7w,2315604,v7w_2315604.jpg,counting,There are exactly 4 sheep in the main pen.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 sheep in the main pen.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2315604.jpg
visual7w,2315705,v7w_2315705.jpg,counting,There are exactly 4 vehicles in the photo.,4,4,test,test,1,"{'foil': 1, 'caption': 2, 'other': 0}",There is exactly 1 vehicle in the photo.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2315705.jpg
visual7w,2315927,v7w_2315927.jpg,counting,There are exactly 4 utensils in the food tray.,4,4,test,test,3,"{'foil': 1, 'caption': 1, 'other': 1}",There are exactly 3 utensils in the food tray.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2315927.jpg
visual7w,2316226,v7w_2316226.jpg,counting,There are exactly 4 planes.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 planes.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2316226.jpg
visual7w,2317071,v7w_2317071.jpg,counting,There are exactly 4 airplanes visible in the picture.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 airplanes visible in the picture.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2317071.jpg
visual7w,2317803,v7w_2317803.jpg,counting,There are exactly 4 elephants.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 elephants.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2317803.jpg
visual7w,2318073,v7w_2318073.jpg,counting,There are exactly 4 lights.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 lights.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2318073.jpg
visual7w,2318842,v7w_2318842.jpg,counting,There are exactly 8 knobs visible.,8,8,test,test,3,"{'foil': 0, 'caption': 2, 'other': 1}",There are exactly 3 knobs visible.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2318842.jpg
visual7w,2319711,v7w_2319711.jpg,counting,There are exactly 4 tracks.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 tracks.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2319711.jpg
visual7w,2320007,v7w_2320007.jpg,counting,There are exactly 4 train tracks.,4,4,test,test,3,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 3 train tracks.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2320007.jpg
visual7w,2320264,v7w_2320264.jpg,counting,There are exactly 4 different fruits and veggies.,4,4,test,test,2,"{'foil': 0, 'caption': 2, 'other': 1}",There are exactly 2 different fruits and veggies.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2320264.jpg
visual7w,2321272,v7w_2321272.jpg,counting,There are exactly 4 accent pillows on the bed.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 accent pillows on the bed.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2321272.jpg
visual7w,2322395,v7w_2322395.jpg,counting,There are exactly 4 sheep.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 sheep.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2322395.jpg
visual7w,2323270,v7w_2323270.jpg,counting,There are exactly 4 players wearing long pants.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 players wearing long pants.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2323270.jpg
visual7w,2323770,v7w_2323770.jpg,counting,There are exactly 5 lemons.,5,5,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 lemons.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2323770.jpg
visual7w,2323857,v7w_2323857.jpg,counting,There are exactly 4 kinds of fruit.,4,4,test,test,3,"{'foil': 0, 'caption': 2, 'other': 1}",There are exactly 3 kinds of fruit.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2323857.jpg
visual7w,2324078,v7w_2324078.jpg,counting,There are exactly 4 people.,4,4,test,test,3,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 3 people.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2324078.jpg
visual7w,2324256,v7w_2324256.jpg,counting,There are exactly 4 wheels on the skateboard.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 wheel on the skateboard.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2324256.jpg
visual7w,2324297,v7w_2324297.jpg,counting,There are exactly 4 children.,4,4,test,test,1,"{'foil': 0, 'caption': 2, 'other': 1}",There is exactly 1 child.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2324297.jpg
visual7w,2324638,v7w_2324638.jpg,counting,There are exactly 4 wheels.,4,4,test,test,0,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 0 wheels.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2324638.jpg
visual7w,2325650,v7w_2325650.jpg,counting,There are exactly 4 plates in the picture.,4,4,test,test,3,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 3 plates in the picture.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2325650.jpg
visual7w,2326133,v7w_2326133.jpg,counting,You see exactly 4 street lights.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",You see exactly 3 street lights.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2326133.jpg
visual7w,2326438,v7w_2326438.jpg,counting,There are exactly 4.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2326438.jpg
visual7w,2326667,v7w_2326667.jpg,counting,There are exactly 4 vases.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 vases.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2326667.jpg
visual7w,2326693,v7w_2326693.jpg,counting,There are exactly 4 women in the billboard on the left.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 women in the billboard on the left.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2326693.jpg
visual7w,498210,v7w_498210.jpg,counting,There are exactly 4 men.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 men.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_498210.jpg
visual7w,2327733,v7w_2327733.jpg,counting,There are exactly 4 tufts on side of each square cushion.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 tufts on side of each square cushion.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2327733.jpg
visual7w,2327942,v7w_2327942.jpg,counting,There are exactly 4 slices of pizza.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 slices of pizza.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2327942.jpg
visual7w,2328006,v7w_2328006.jpg,counting,There are exactly 4 large rocks.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 large rocks.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2328006.jpg
visual7w,2328023,v7w_2328023.jpg,counting,There are exactly 4 cars parked.,4,4,test,test,1,"{'foil': 0, 'caption': 2, 'other': 1}",There is exactly 1 car parked.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2328023.jpg
visual7w,2328135,v7w_2328135.jpg,counting,There are exactly 4 hotdogs shown.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 hotdogs shown.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2328135.jpg
visual7w,2328588,v7w_2328588.jpg,counting,There are exactly 4 oranges.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 oranges.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2328588.jpg
visual7w,2329328,v7w_2329328.jpg,counting,There are exactly 4 people in the back seat.,4,4,test,test,2,"{'foil': 0, 'caption': 2, 'other': 1}",There are exactly 2 people in the back seat.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2329328.jpg
visual7w,2329462,v7w_2329462.jpg,counting,There are exactly 4 meters.,4,4,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 meter.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2329462.jpg
visual7w,2329566,v7w_2329566.jpg,counting,There are exactly 4 bottles.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 bottles.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2329566.jpg
visual7w,2330300,v7w_2330300.jpg,counting,There are exactly 4 lights.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 lights.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2330300.jpg
visual7w,2330836,v7w_2330836.jpg,counting,There are exactly 4 wheels on the skateboard.,4,4,test,test,2,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 2 wheels on the skateboard.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2330836.jpg
visual7w,2331238,v7w_2331238.jpg,counting,There are exactly 4 sheep in the picture.,4,4,test,test,0,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 0 sheep in the picture.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2331238.jpg
visual7w,2331862,v7w_2331862.jpg,counting,They have exactly 4 legs.,4,4,test,test,2,"{'foil': 0, 'caption': 2, 'other': 1}",They have exactly 2 legs.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2331862.jpg
visual7w,2332306,v7w_2332306.jpg,counting,There are exactly 4 strings attached to the kite.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 strings attached to the kite.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2332306.jpg
visual7w,497990,v7w_497990.jpg,counting,There are exactly 4 tourists.,4,4,test,test,3,"{'foil': 0, 'caption': 3, 'other': 0}",There are exactly 3 tourists.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_497990.jpg
visual7w,498020,v7w_498020.jpg,counting,There are exactly 5 steps to walk up and enter restaurant.,5,5,test,test,1,"{'foil': 0, 'caption': 3, 'other': 0}",There is exactly 1 step to walk up and enter restaurant.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_498020.jpg
visual7w,2333096,v7w_2333096.jpg,counting,There are exactly 4 sets of train tracks in the image.,4,4,test,test,2,"{'foil': 1, 'caption': 2, 'other': 0}",There are exactly 2 sets of train tracks in the image.,counting-adversarial.json,,,,,,,,,,,images/v7w/v7w_2333096.jpg
